species,country_distribution,region_distribution
Diplotaxodon macrops,TZA,Sub-Saharan Africa
Distichodus petersii,TZA,Sub-Saharan Africa
Distichodus rufigiensis,TZA,Sub-Saharan Africa
Docimodus evelynae,TZA,Sub-Saharan Africa
Docimodus johnstoni,TZA,Sub-Saharan Africa
Ectodus descampsii,TZA,Sub-Saharan Africa
Ectodus foae,TZA,Sub-Saharan Africa
Ectodus melanogenys,TZA,Sub-Saharan Africa
Enantiopus boulengeri,TZA,Sub-Saharan Africa
Enantiopus ochrogenys,TZA,Sub-Saharan Africa
Engraulicypris congicus,TZA,Sub-Saharan Africa
Eretmodus cyanostictus,TZA,Sub-Saharan Africa
Exochochromis anagenys,TZA,Sub-Saharan Africa
Fundulus guentheri,TZA,Sub-Saharan Africa
Fundulus melanospilus,TZA,Sub-Saharan Africa
Fundulus neumanni,TZA,Sub-Saharan Africa
Fundulus palmqvisti,TZA,Sub-Saharan Africa
Garra dembecha,TZA,Sub-Saharan Africa
Genyochromis mento,TZA,Sub-Saharan Africa
Gephyrochromis lawsi,TZA,Sub-Saharan Africa
Gephyrochromis moorii,TZA,Sub-Saharan Africa
Gnathonemus nyasensis,TZA,Sub-Saharan Africa
Gnathonemus rheni,TZA,Sub-Saharan Africa
Grammatotria lemairii,TZA,Sub-Saharan Africa
Haplochilichthys fuelleborni,TZA,Sub-Saharan Africa
Haplochilichthys stuhlmanni,TZA,Sub-Saharan Africa
Haplochilus atripinna,TZA,Sub-Saharan Africa
Haplochilus pumilus,TZA,Sub-Saharan Africa
Haplochilus tanganicanus,TZA,Sub-Saharan Africa
Haplochromis (Ptyochromis) fischeri,TZA,Sub-Saharan Africa
Haplochromis acidens,TZA,Sub-Saharan Africa
Haplochromis aelocephalus,TZA,Sub-Saharan Africa
Haplochromis ahli,TZA,Sub-Saharan Africa
Haplochromis altigenis,TZA,Sub-Saharan Africa
Haplochromis anaphyrmus,TZA,Sub-Saharan Africa
Haplochromis antleter,TZA,Sub-Saharan Africa
Haplochromis apogonoides,TZA,Sub-Saharan Africa
Haplochromis arcanus,TZA,Sub-Saharan Africa
Haplochromis argenteus,TZA,Sub-Saharan Africa
Haplochromis argyrosoma,TZA,Sub-Saharan Africa
Haplochromis artaxerxes,TZA,Sub-Saharan Africa
Haplochromis atritaeniatus,TZA,Sub-Saharan Africa
Haplochromis auritus,TZA,Sub-Saharan Africa
Haplochromis balteatus,TZA,Sub-Saharan Africa
Haplochromis barbarae,TZA,Sub-Saharan Africa
Haplochromis bareli,TZA,Sub-Saharan Africa
Haplochromis bartoni,TZA,Sub-Saharan Africa
Haplochromis benthicola,TZA,Sub-Saharan Africa
Haplochromis bicolor,TZA,Sub-Saharan Africa
Haplochromis boadzulu,TZA,Sub-Saharan Africa
Haplochromis boops,TZA,Sub-Saharan Africa
Haplochromis borleyi,TZA,Sub-Saharan Africa
Haplochromis breviceps,TZA,Sub-Saharan Africa
Haplochromis brownae,TZA,Sub-Saharan Africa
Haplochromis bwathondii,TZA,Sub-Saharan Africa
Haplochromis cassius,TZA,Sub-Saharan Africa
Haplochromis chlorochrous,TZA,Sub-Saharan Africa
Haplochromis chromogynos,TZA,Sub-Saharan Africa
Haplochromis chrysogaster,TZA,Sub-Saharan Africa
Haplochromis chrysogynaion,TZA,Sub-Saharan Africa
Haplochromis cinctus,TZA,Sub-Saharan Africa
Haplochromis cnester,TZA,Sub-Saharan Africa
Haplochromis coprologus,TZA,Sub-Saharan Africa
Haplochromis crassilabris,TZA,Sub-Saharan Africa
Haplochromis crocopeplus,TZA,Sub-Saharan Africa
Haplochromis cronus,TZA,Sub-Saharan Africa
Haplochromis cryptodon,TZA,Sub-Saharan Africa
Haplochromis cryptogramma,TZA,Sub-Saharan Africa
Haplochromis cyaneus,TZA,Sub-Saharan Africa
Haplochromis decorus,TZA,Sub-Saharan Africa
Haplochromis decticostoma,TZA,Sub-Saharan Africa
Haplochromis dentex,TZA,Sub-Saharan Africa
Haplochromis dichrourus,TZA,Sub-Saharan Africa
Haplochromis diplotaenia,TZA,Sub-Saharan Africa
Haplochromis dolichorhynchus,TZA,Sub-Saharan Africa
Haplochromis electra,TZA,Sub-Saharan Africa
Haplochromis empodisma,TZA,Sub-Saharan Africa
Haplochromis epichorialis,TZA,Sub-Saharan Africa
Haplochromis ericotaenia,TZA,Sub-Saharan Africa
Haplochromis erythrocephalus,TZA,Sub-Saharan Africa
Haplochromis estor,TZA,Sub-Saharan Africa
Haplochromis euchilus,TZA,Sub-Saharan Africa
Haplochromis eucinostomus,TZA,Sub-Saharan Africa
Haplochromis eutaenia,TZA,Sub-Saharan Africa
Haplochromis fenestratus,TZA,Sub-Saharan Africa
Haplochromis flavimanus,TZA,Sub-Saharan Africa
Haplochromis flavus,TZA,Sub-Saharan Africa
Haplochromis formosus,TZA,Sub-Saharan Africa
Haplochromis fuscotaeniatus,TZA,Sub-Saharan Africa
Haplochromis fusiformis,TZA,Sub-Saharan Africa
Haplochromis gilberti,TZA,Sub-Saharan Africa
Haplochromis gowersii,TZA,Sub-Saharan Africa
Haplochromis gracilis,TZA,Sub-Saharan Africa
Haplochromis granti,TZA,Sub-Saharan Africa
Haplochromis guentheri,TZA,Sub-Saharan Africa
Haplochromis harpakteridion,TZA,Sub-Saharan Africa
Haplochromis hennydaviesae,TZA,Sub-Saharan Africa
Haplochromis heterodon,TZA,Sub-Saharan Africa
Haplochromis heterotaenia,TZA,Sub-Saharan Africa
Haplochromis heusinkveldi,TZA,Sub-Saharan Africa
Haplochromis hiatus,TZA,Sub-Saharan Africa
Haplochromis holotaenia,TZA,Sub-Saharan Africa
Haplochromis howesi,TZA,Sub-Saharan Africa
Haplochromis incola,TZA,Sub-Saharan Africa
Haplochromis insignis,TZA,Sub-Saharan Africa
Haplochromis iris,TZA,Sub-Saharan Africa
Haplochromis ishmaeli,TZA,Sub-Saharan Africa
Haplochromis jacksoni,TZA,Sub-Saharan Africa
Haplochromis katavi,TZA,Sub-Saharan Africa
Haplochromis katunzii,TZA,Sub-Saharan Africa
Haplochromis kujunjui,TZA,Sub-Saharan Africa
Haplochromis labidodon,TZA,Sub-Saharan Africa
Haplochromis labifer,TZA,Sub-Saharan Africa
Haplochromis labridens,TZA,Sub-Saharan Africa
Haplochromis laparogramma,TZA,Sub-Saharan Africa
Haplochromis lepturus,TZA,Sub-Saharan Africa
Haplochromis leuciscus,TZA,Sub-Saharan Africa
Haplochromis likomae,TZA,Sub-Saharan Africa
Haplochromis linni,TZA,Sub-Saharan Africa
Haplochromis lividus,TZA,Sub-Saharan Africa
Haplochromis macrochir,TZA,Sub-Saharan Africa
Haplochromis macrognathus,TZA,Sub-Saharan Africa
Haplochromis macrostoma,TZA,Sub-Saharan Africa
Haplochromis maisomei,TZA,Sub-Saharan Africa
Haplochromis malagaraziensis,TZA,Sub-Saharan Africa
Haplochromis mandibularis,TZA,Sub-Saharan Africa
Haplochromis marginatus,TZA,Sub-Saharan Africa
Haplochromis maxillaris,TZA,Sub-Saharan Africa
Haplochromis megalops,TZA,Sub-Saharan Africa
Haplochromis melanonotus,TZA,Sub-Saharan Africa
Haplochromis melanopterus,TZA,Sub-Saharan Africa
Haplochromis melanopus,TZA,Sub-Saharan Africa
Haplochromis melanotaenia,TZA,Sub-Saharan Africa
Haplochromis melichrous,TZA,Sub-Saharan Africa
Haplochromis mento,TZA,Sub-Saharan Africa
Haplochromis michaeli,TZA,Sub-Saharan Africa
Haplochromis micrentodon,TZA,Sub-Saharan Africa
Haplochromis microcephalus,TZA,Sub-Saharan Africa
Haplochromis mloto,TZA,Sub-Saharan Africa
Haplochromis mola,TZA,Sub-Saharan Africa
Haplochromis mollis,TZA,Sub-Saharan Africa
Haplochromis mylergates,TZA,Sub-Saharan Africa
Haplochromis nanoserranus,TZA,Sub-Saharan Africa
Haplochromis nigritaeniatus,TZA,Sub-Saharan Africa
Haplochromis nitidus,TZA,Sub-Saharan Africa
Haplochromis nkatae,TZA,Sub-Saharan Africa
Haplochromis nyanzae,TZA,Sub-Saharan Africa
Haplochromis nyererei,TZA,Sub-Saharan Africa
Haplochromis obtusidens,TZA,Sub-Saharan Africa
Haplochromis obtusus,TZA,Sub-Saharan Africa
Haplochromis oculatus,TZA,Sub-Saharan Africa
Haplochromis oligolepis,TZA,Sub-Saharan Africa
Haplochromis ornatus,TZA,Sub-Saharan Africa
Haplochromis orthognathus,TZA,Sub-Saharan Africa
Haplochromis ovatus,TZA,Sub-Saharan Africa
Haplochromis pachycephalus,TZA,Sub-Saharan Africa
Haplochromis pancitrinus,TZA,Sub-Saharan Africa
Haplochromis paraguiarti,TZA,Sub-Saharan Africa
Haplochromis paraplagiostoma,TZA,Sub-Saharan Africa
Haplochromis paropius,TZA,Sub-Saharan Africa
Haplochromis parorthostoma,TZA,Sub-Saharan Africa
Haplochromis pellegrini,TZA,Sub-Saharan Africa
Haplochromis percoides,TZA,Sub-Saharan Africa
Haplochromis pharyngomylus,TZA,Sub-Saharan Africa
Haplochromis phenochilus,TZA,Sub-Saharan Africa
Haplochromis pholidophorus,TZA,Sub-Saharan Africa
Haplochromis phytophagus,TZA,Sub-Saharan Africa
Haplochromis piceatus,TZA,Sub-Saharan Africa
Haplochromis pictus,TZA,Sub-Saharan Africa
Haplochromis pitmani,TZA,Sub-Saharan Africa
Haplochromis plagiodon,TZA,Sub-Saharan Africa
Haplochromis plagiostoma,TZA,Sub-Saharan Africa
Haplochromis plagiotaenia,TZA,Sub-Saharan Africa
Haplochromis pleurospilus,TZA,Sub-Saharan Africa
Haplochromis pleurostigma,TZA,Sub-Saharan Africa
Haplochromis pleurostigmoides,TZA,Sub-Saharan Africa
Haplochromis plutonius,TZA,Sub-Saharan Africa
Haplochromis polystigma,TZA,Sub-Saharan Africa
Haplochromis praeorbitalis,TZA,Sub-Saharan Africa
Haplochromis prodromus,TZA,Sub-Saharan Africa
Haplochromis prostoma,TZA,Sub-Saharan Africa
Haplochromis pseudopellegrini,TZA,Sub-Saharan Africa
Haplochromis ptistes,TZA,Sub-Saharan Africa
Haplochromis purpurans,TZA,Sub-Saharan Africa
Haplochromis pyrrhocephalus,TZA,Sub-Saharan Africa
Haplochromis pyrrhopteryx,TZA,Sub-Saharan Africa
Haplochromis quadrimaculatus,TZA,Sub-Saharan Africa
Haplochromis saxicola,TZA,Sub-Saharan Africa
Haplochromis semipalatus,TZA,Sub-Saharan Africa
Haplochromis serenus,TZA,Sub-Saharan Africa
Haplochromis similis,TZA,Sub-Saharan Africa
Haplochromis speciosus,TZA,Sub-Saharan Africa
Haplochromis spectabilis,TZA,Sub-Saharan Africa
Haplochromis sphaerodon,TZA,Sub-Saharan Africa
Haplochromis sphex,TZA,Sub-Saharan Africa
Haplochromis spilonotus,TZA,Sub-Saharan Africa
Haplochromis spilopterus,TZA,Sub-Saharan Africa
Haplochromis spilorhynchus,TZA,Sub-Saharan Africa
Haplochromis spilostichus,TZA,Sub-Saharan Africa
Haplochromis squamulatus,TZA,Sub-Saharan Africa
Haplochromis stappersii,TZA,Sub-Saharan Africa
Haplochromis stonemani,TZA,Sub-Saharan Africa
Haplochromis straeleni,TZA,Sub-Saharan Africa
Haplochromis strigatus,TZA,Sub-Saharan Africa
Haplochromis sulphureus,TZA,Sub-Saharan Africa
Haplochromis taeniolatus,TZA,Sub-Saharan Africa
Haplochromis tanaos,TZA,Sub-Saharan Africa
Haplochromis teegelaari,TZA,Sub-Saharan Africa
Haplochromis tetraspilus,TZA,Sub-Saharan Africa
Haplochromis teunisrasi,TZA,Sub-Saharan Africa
Haplochromis theliodon,TZA,Sub-Saharan Africa
Haplochromis thereuterion,TZA,Sub-Saharan Africa
Haplochromis thuragnathus,TZA,Sub-Saharan Africa
Haplochromis triaenodon,TZA,Sub-Saharan Africa
Haplochromis tridens,TZA,Sub-Saharan Africa
Haplochromis trimaculatus,TZA,Sub-Saharan Africa
Haplochromis tyrianthinus,TZA,Sub-Saharan Africa
Haplochromis urotaenia,TZA,Sub-Saharan Africa
Haplochromis ushindi,TZA,Sub-Saharan Africa
Haplochromis vanheusdeni,TZA,Sub-Saharan Africa
Haplochromis vanoijeni,TZA,Sub-Saharan Africa
Haplochromis venustus,TZA,Sub-Saharan Africa
Haplochromis virgatus,TZA,Sub-Saharan Africa
Haplochromis virginalis,TZA,Sub-Saharan Africa
Haplochromis vonlinnei,TZA,Sub-Saharan Africa
Haplochromis welcommei,TZA,Sub-Saharan Africa
Haplochromis woodi,TZA,Sub-Saharan Africa
Haplochromis xenognathus,TZA,Sub-Saharan Africa
Haplochromis xenostoma,TZA,Sub-Saharan Africa
Haplotaxodon melanoides,TZA,Sub-Saharan Africa
Haplotaxodon microlepis,TZA,Sub-Saharan Africa
Haplotaxodon tricoti,TZA,Sub-Saharan Africa
Hemibates bellcrossi,TZA,Sub-Saharan Africa
Hemibates koningsi,TZA,Sub-Saharan Africa
Hemichromis afer,TZA,Sub-Saharan Africa
Hemichromis bloyeti,TZA,Sub-Saharan Africa
Hemichromis dimidiatus,TZA,Sub-Saharan Africa
Hemichromis intermedius,TZA,Sub-Saharan Africa
Hemichromis longiceps,TZA,Sub-Saharan Africa
Hemichromis modestus,TZA,Sub-Saharan Africa
Hemichromis robustus,TZA,Sub-Saharan Africa
Hemitaeniochromis brachyrhynchus,TZA,Sub-Saharan Africa
Hemitilapia oxyrhynchus,TZA,Sub-Saharan Africa
Hydrocynus tanzaniae,TZA,Sub-Saharan Africa
Iodotropheus sprengerae,TZA,Sub-Saharan Africa
Iodotropheus stuartgranti,TZA,Sub-Saharan Africa
Julidochromis boulengeri,TZA,Sub-Saharan Africa
Julidochromis dickfeldi,TZA,Sub-Saharan Africa
Julidochromis macrolepis,TZA,Sub-Saharan Africa
Julidochromis marksmithi,TZA,Sub-Saharan Africa
Julidochromis marlieri,TZA,Sub-Saharan Africa
Julidochromis ocellatus,TZA,Sub-Saharan Africa
Julidochromis ornatus,TZA,Sub-Saharan Africa
Julidochromis regani,TZA,Sub-Saharan Africa
Julidochromis transcriptus,TZA,Sub-Saharan Africa
Kneria ruaha,TZA,Sub-Saharan Africa
Kneria rukwaensis,TZA,Sub-Saharan Africa
Kneria uluguru,TZA,Sub-Saharan Africa
Labeo kibimbi,TZA,Sub-Saharan Africa
Labeo mesops,TZA,Sub-Saharan Africa
Labeo victorianus,TZA,Sub-Saharan Africa
Labeo werneri,TZA,Sub-Saharan Africa
Labeo worthingtoni,TZA,Sub-Saharan Africa
Labeotropheus alticodia,TZA,Sub-Saharan Africa
Labeotropheus artatorostris,TZA,Sub-Saharan Africa
Labeotropheus aurantinfra,TZA,Sub-Saharan Africa
Labeotropheus candipygia,TZA,Sub-Saharan Africa
Labeotropheus chirangali,TZA,Sub-Saharan Africa
Labeotropheus fuelleborni,TZA,Sub-Saharan Africa
Labeotropheus obscurus,TZA,Sub-Saharan Africa
Labeotropheus rubidorsalis,TZA,Sub-Saharan Africa
Labeotropheus trewavasae,TZA,Sub-Saharan Africa
Labidochromis caeruleus,TZA,Sub-Saharan Africa
Labidochromis chisumulae,TZA,Sub-Saharan Africa
Labidochromis flavigulis,TZA,Sub-Saharan Africa
Labidochromis freibergi,TZA,Sub-Saharan Africa
Labidochromis gigas,TZA,Sub-Saharan Africa
Labidochromis heterodon,TZA,Sub-Saharan Africa
Labidochromis ianthinus,TZA,Sub-Saharan Africa
Labidochromis joanjohnsonae,TZA,Sub-Saharan Africa
Labidochromis lividus,TZA,Sub-Saharan Africa
Labidochromis maculicauda,TZA,Sub-Saharan Africa
Labidochromis mbenjii,TZA,Sub-Saharan Africa
Labidochromis mylodon,TZA,Sub-Saharan Africa
Labidochromis pallidus,TZA,Sub-Saharan Africa
Labidochromis shiranus,TZA,Sub-Saharan Africa
Labidochromis strigatus,TZA,Sub-Saharan Africa
Labidochromis textilis,TZA,Sub-Saharan Africa
Labidochromis vellicans,TZA,Sub-Saharan Africa
Labidochromis zebroides,TZA,Sub-Saharan Africa
Lacustricola margaritatus,TZA,Sub-Saharan Africa
Lamprologus attenuatus,TZA,Sub-Saharan Africa
Lamprologus brevis,TZA,Sub-Saharan Africa
Lamprologus buescheri,TZA,Sub-Saharan Africa
Lamprologus callipterus,TZA,Sub-Saharan Africa
Lamprologus calliurus,TZA,Sub-Saharan Africa
Lamprologus calvus,TZA,Sub-Saharan Africa
Lamprologus caudopunctatus,TZA,Sub-Saharan Africa
Lamprologus christyi,TZA,Sub-Saharan Africa
Lamprologus compressiceps,TZA,Sub-Saharan Africa
Lamprologus cunningtoni,TZA,Sub-Saharan Africa
Lamprologus dhonti,TZA,Sub-Saharan Africa
Lamprologus elongatus,TZA,Sub-Saharan Africa
Lamprologus falcicula,TZA,Sub-Saharan Africa
Lamprologus fasciatus,TZA,Sub-Saharan Africa
Lamprologus finalimus,TZA,Sub-Saharan Africa
Lamprologus furcifer,TZA,Sub-Saharan Africa
Lamprologus gracilis,TZA,Sub-Saharan Africa
Lamprologus hecqui,TZA,Sub-Saharan Africa
Lamprologus kendalli,TZA,Sub-Saharan Africa
Lamprologus kungweensis,TZA,Sub-Saharan Africa
Lamprologus laparogramma,TZA,Sub-Saharan Africa
Lamprologus leleupi,TZA,Sub-Saharan Africa
Lamprologus leleupi longior,TZA,Sub-Saharan Africa
Lamprologus leloupi,TZA,Sub-Saharan Africa
Lamprologus lemairii,TZA,Sub-Saharan Africa
Lamprologus meeli,TZA,Sub-Saharan Africa
Lamprologus modestus,TZA,Sub-Saharan Africa
Lamprologus mondabu,TZA,Sub-Saharan Africa
Lamprologus moorii,TZA,Sub-Saharan Africa
Lamprologus multifasciatus,TZA,Sub-Saharan Africa
Lamprologus mustax,TZA,Sub-Saharan Africa
Lamprologus niger,TZA,Sub-Saharan Africa
Lamprologus obscurus,TZA,Sub-Saharan Africa
Lamprologus ornatipinnis,TZA,Sub-Saharan Africa
Lamprologus petricola,TZA,Sub-Saharan Africa
Lamprologus pleuromaculatus,TZA,Sub-Saharan Africa
Lamprologus prochilus,TZA,Sub-Saharan Africa
Lamprologus profundicola,TZA,Sub-Saharan Africa
Lamprologus savoryi,TZA,Sub-Saharan Africa
Lamprologus savoryi pulcher,TZA,Sub-Saharan Africa
Lamprologus schreyeni,TZA,Sub-Saharan Africa
Lamprologus sexfasciatus,TZA,Sub-Saharan Africa
Lamprologus signatus,TZA,Sub-Saharan Africa
Lamprologus speciosus,TZA,Sub-Saharan Africa
Lamprologus stappersi,TZA,Sub-Saharan Africa
Lamprologus tetracanthus,TZA,Sub-Saharan Africa
Lamprologus toae,TZA,Sub-Saharan Africa
Lamprologus tretocephalus,TZA,Sub-Saharan Africa
Lamprologus wauthioni,TZA,Sub-Saharan Africa
Lates angustifrons,TZA,Sub-Saharan Africa
Lates mariae,TZA,Sub-Saharan Africa
Lates microlepis,TZA,Sub-Saharan Africa
Lepidiolamprologus kamambae,TZA,Sub-Saharan Africa
Lepidiolamprologus mimicus,TZA,Sub-Saharan Africa
Leptochromis centropomoides,TZA,Sub-Saharan Africa
Leptoglanis wamiensis,TZA,Sub-Saharan Africa
Lestradea perspicax,TZA,Sub-Saharan Africa
Lethrinops albus,TZA,Sub-Saharan Africa
Lethrinops alta,TZA,Sub-Saharan Africa
Lethrinops argenteus,TZA,Sub-Saharan Africa
Lethrinops atrilabris,TZA,Sub-Saharan Africa
Lethrinops chilingali,TZA,Sub-Saharan Africa
Lethrinops christyi,TZA,Sub-Saharan Africa
Lethrinops cyrtonotus,TZA,Sub-Saharan Africa
Lethrinops furcicauda,TZA,Sub-Saharan Africa
Lethrinops furcifer,TZA,Sub-Saharan Africa
Lethrinops gossei,TZA,Sub-Saharan Africa
Lethrinops intermedia,TZA,Sub-Saharan Africa
Lethrinops laticeps,TZA,Sub-Saharan Africa
Lethrinops leptodon,TZA,Sub-Saharan Africa
Lethrinops lituris,TZA,Sub-Saharan Africa
Lethrinops longimanus,TZA,Sub-Saharan Africa
Lethrinops longipinnis,TZA,Sub-Saharan Africa
Lethrinops lunaris,TZA,Sub-Saharan Africa
Lethrinops macracanthus,TZA,Sub-Saharan Africa
Lethrinops macrorhynchus,TZA,Sub-Saharan Africa
Lethrinops marginatus,TZA,Sub-Saharan Africa
Lethrinops microdon,TZA,Sub-Saharan Africa
Lethrinops microstoma,TZA,Sub-Saharan Africa
Lethrinops mylodon,TZA,Sub-Saharan Africa
Lethrinops parvidens,TZA,Sub-Saharan Africa
Lethrinops polli,TZA,Sub-Saharan Africa
Lethrinops stridei,TZA,Sub-Saharan Africa
Lethrinops trilineata,TZA,Sub-Saharan Africa
Lethrinops turneri,TZA,Sub-Saharan Africa
Lethrinops variabilis,TZA,Sub-Saharan Africa
Lichnochromis acuticeps,TZA,Sub-Saharan Africa
Limnochromis abeelei,TZA,Sub-Saharan Africa
Limnochromis christyi,TZA,Sub-Saharan Africa
Limnochromis dhanisi,TZA,Sub-Saharan Africa
Limnochromis microlepidotus,TZA,Sub-Saharan Africa
Limnochromis otostigma,TZA,Sub-Saharan Africa
Limnochromis permaxillaris,TZA,Sub-Saharan Africa
Limnochromis staneri,TZA,Sub-Saharan Africa
Limnotilapia loocki,TZA,Sub-Saharan Africa
Lithochromis rubripinnis,TZA,Sub-Saharan Africa
Lithochromis rufus,TZA,Sub-Saharan Africa
Lithochromis xanthopteryx,TZA,Sub-Saharan Africa
Lophiobagrus aquilus,TZA,Sub-Saharan Africa
Lophiobagrus asperispinis,TZA,Sub-Saharan Africa
Lophiobagrus brevispinis,TZA,Sub-Saharan Africa
Luciolates stappersii,TZA,Sub-Saharan Africa
Malapterurus tanganyikaensis,TZA,Sub-Saharan Africa
Marcusenius grahami,TZA,Sub-Saharan Africa
Mastacembelus albomaculatus,TZA,Sub-Saharan Africa
Mastacembelus apectoralis,TZA,Sub-Saharan Africa
Mastacembelus cunningtoni,TZA,Sub-Saharan Africa
Mastacembelus ellipsifer,TZA,Sub-Saharan Africa
Mastacembelus flavidus,TZA,Sub-Saharan Africa
Mastacembelus frenatus,TZA,Sub-Saharan Africa
Mastacembelus micropectus,TZA,Sub-Saharan Africa
Mastacembelus moorii,TZA,Sub-Saharan Africa
Mastacembelus ophidium,TZA,Sub-Saharan Africa
Mastacembelus plagiostomus,TZA,Sub-Saharan Africa
Mastacembelus platysoma,TZA,Sub-Saharan Africa
Mastacembelus polli,TZA,Sub-Saharan Africa
Mastacembelus reygeli,TZA,Sub-Saharan Africa
Mastacembelus tanganicae,TZA,Sub-Saharan Africa
Mastacembelus zebratus,TZA,Sub-Saharan Africa
Mbipia lutea,TZA,Sub-Saharan Africa
Mbipia mbipi,TZA,Sub-Saharan Africa
Melanochromis baliodigma,TZA,Sub-Saharan Africa
Melanochromis benetos,TZA,Sub-Saharan Africa
Melanochromis brevis,TZA,Sub-Saharan Africa
Melanochromis chipokae,TZA,Sub-Saharan Africa
Melanochromis crabro,TZA,Sub-Saharan Africa
Melanochromis cyaneorhabdos,TZA,Sub-Saharan Africa
Melanochromis dialeptos,TZA,Sub-Saharan Africa
Melanochromis heterochromis,TZA,Sub-Saharan Africa
Melanochromis interruptus,TZA,Sub-Saharan Africa
Melanochromis kaskazini,TZA,Sub-Saharan Africa
Melanochromis labrosus,TZA,Sub-Saharan Africa
Melanochromis lepidiadaptes,TZA,Sub-Saharan Africa
Melanochromis loriae,TZA,Sub-Saharan Africa
Melanochromis melanopterus,TZA,Sub-Saharan Africa
Melanochromis mellitus,TZA,Sub-Saharan Africa
Melanochromis mossambiquensis,TZA,Sub-Saharan Africa
Melanochromis mpoto,TZA,Sub-Saharan Africa
Melanochromis perileucos,TZA,Sub-Saharan Africa
Melanochromis perspicax,TZA,Sub-Saharan Africa
Melanochromis robustus,TZA,Sub-Saharan Africa
Melanochromis simulans,TZA,Sub-Saharan Africa
Melanochromis vermivorus,TZA,Sub-Saharan Africa
Melanochromis wochepa,TZA,Sub-Saharan Africa
Metriaclima benetos,TZA,Sub-Saharan Africa
Metriaclima chrysomallos,TZA,Sub-Saharan Africa
Metriaclima cyneusmarginatus,TZA,Sub-Saharan Africa
Metriaclima emmiltos,TZA,Sub-Saharan Africa
Metriaclima flavicauda,TZA,Sub-Saharan Africa
Metriaclima flavifemina,TZA,Sub-Saharan Africa
Metriaclima gallireyae,TZA,Sub-Saharan Africa
Metriaclima glaucos,TZA,Sub-Saharan Africa
Metriaclima koningsi,TZA,Sub-Saharan Africa
Metriaclima lundoense,TZA,Sub-Saharan Africa
Metriaclima mbenjii,TZA,Sub-Saharan Africa
Metriaclima melabranchion,TZA,Sub-Saharan Africa
Metriaclima melissa,TZA,Sub-Saharan Africa
Metriaclima midomo,TZA,Sub-Saharan Africa
Metriaclima mossambicus,TZA,Sub-Saharan Africa
Metriaclima ngarae,TZA,Sub-Saharan Africa
Metriaclima nigrodorsalis,TZA,Sub-Saharan Africa
Metriaclima nkhunguensis,TZA,Sub-Saharan Africa
Metriaclima pambazuko,TZA,Sub-Saharan Africa
Metriaclima phaeos,TZA,Sub-Saharan Africa
Metriaclima pyrsonotos,TZA,Sub-Saharan Africa
Metriaclima sciasma,TZA,Sub-Saharan Africa
Metriaclima usisyae,TZA,Sub-Saharan Africa
Metriaclima xanthos,TZA,Sub-Saharan Africa
Micralestes humilis,TZA,Sub-Saharan Africa
Microchromis aurifrons,TZA,Sub-Saharan Africa
Microchromis zebroides,TZA,Sub-Saharan Africa
Microdontochromis rotundiventralis,TZA,Sub-Saharan Africa
Microthrissa (Potamothrissa) stappersii,TZA,Sub-Saharan Africa
Mormyrus catostoma,TZA,Sub-Saharan Africa
Mormyrus longibarbis,TZA,Sub-Saharan Africa
Mylochromis chekopae,TZA,Sub-Saharan Africa
Mylochromis ensatus,TZA,Sub-Saharan Africa
Neobola argentea,TZA,Sub-Saharan Africa
Neobola minuta,TZA,Sub-Saharan Africa
Neochromis gigas,TZA,Sub-Saharan Africa
Neochromis greenwoodi,TZA,Sub-Saharan Africa
Neochromis omnicaeruleus,TZA,Sub-Saharan Africa
Neochromis rufocaudalis,TZA,Sub-Saharan Africa
Neolamprologus bifasciatus,TZA,Sub-Saharan Africa
Neolamprologus cancellatus,TZA,Sub-Saharan Africa
Neolamprologus cylindricus,TZA,Sub-Saharan Africa
Neolamprologus devosi,TZA,Sub-Saharan Africa
Neolamprologus longicaudatus,TZA,Sub-Saharan Africa
Neolamprologus marunguensis,TZA,Sub-Saharan Africa
Neolamprologus nigriventris,TZA,Sub-Saharan Africa
Neolamprologus pectoralis,TZA,Sub-Saharan Africa
Neolamprologus similis,TZA,Sub-Saharan Africa
Neolamprologus timidus,TZA,Sub-Saharan Africa
Neolamprologus variostigma,TZA,Sub-Saharan Africa
Neolamprologus ventralis,TZA,Sub-Saharan Africa
Neolamprologus walteri,TZA,Sub-Saharan Africa
Nothobranchius (Aphyobranchius) janpapi,TZA,Sub-Saharan Africa
Nothobranchius albimarginatus,TZA,Sub-Saharan Africa
Nothobranchius angelae,TZA,Sub-Saharan Africa
Nothobranchius annectens,TZA,Sub-Saharan Africa
Nothobranchius attenboroughi,TZA,Sub-Saharan Africa
Nothobranchius cardinalis,TZA,Sub-Saharan Africa
Nothobranchius derhami,TZA,Sub-Saharan Africa
Nothobranchius eggersi,TZA,Sub-Saharan Africa
Nothobranchius foerschi,TZA,Sub-Saharan Africa
Nothobranchius fuscotaeniatus,TZA,Sub-Saharan Africa
Nothobranchius geminus,TZA,Sub-Saharan Africa
Nothobranchius hoermanni,TZA,Sub-Saharan Africa
Nothobranchius insularis,TZA,Sub-Saharan Africa
Nothobranchius itigiensis,TZA,Sub-Saharan Africa
Nothobranchius ivanovae,TZA,Sub-Saharan Africa
Nothobranchius kardashevi,TZA,Sub-Saharan Africa
Nothobranchius kilomberoensis,TZA,Sub-Saharan Africa
